descricao;ean
CAMPO OPERATORIO 45X50 S/RX PCT C/50 N/ ESTERIL;7.8984E+12
ALGODAO HIDROFILO EM BOLA PCTE 100GR;7.89814E+12
HIDROGEL COM ALGINATO 85G CX/1;7.89828E+12
HIDROGEL COM ALGINATO 25G CX/3;7.89828E+12
CAMPO OPERATORIO 45X50CM 18 G S/ RX PCT C/ 50;7.89867E+12
COMPRESSA HERICA 09 FIOS 7,5X7,5 C/10 (GAZE ESTERIL).;7.89849E+12
COMPR. DE GAZE ESTERIL 7,5X7,5 10UN 13F;7.89849E+12
COMPR. DE GAZE 7,5X7,5 500UN 09F (ONIX);7.8984E+12
COMPR. DE GAZE ESTERIL 7,5X7,5 10UN 09F;7.89849E+12
ATAD. DE CREPON 20CMX3,0(1,20MTS) 09 F R;7.89815E+12
COMPR. DE GAZE 7,5X7,5 500UN 09F;7.89849E+12
ATAD. DE CREPON 12CMX3,0(1,20MTS) 09 F R;7.89815E+12
ATAD. DE CREPON 15CMX3,0(1,20MTS) 09 F;7.89815E+12
ATAD. GESSADA 15CM X 3.0M 20UN;7.89792E+12
ATAD. DE CREPON 10CMX3,0(1,20MTS) 09 F;7.89896E+12
PERFEKTA SUPER - 12CM X 5M 105933. :4056649248286;4.05665E+12
MOLLELAST HAFT LATEXFREE - BANDAGEM COESIVA 4 CM X 20 M. :4021447563190;4.02145E+12
ROSIDAL K BANDAGEM DE CURTO ESTIRAMENTO E ALTA COMPRESSAO - 12CM X 5M. :4021447222035;4.02145E+12
CAMPO 45X50 CM CIRURG C/50 27GR;7.89813E+12
ATADURA CREPOM 15CM X 1,8M NEVE;7.89817E+12
ATADURA CREPOM 10X1,8 NEVE;7.89817E+12
ATADURA CREPOM 20CM 13F 1,8 NEVE;7.89817E+12
ALGODAO ORTOP. 20CM X 1,8M POLAR FIX;7.89801E+12
SAPATILHA DESC. PRO-PE BRANCO PCT C/100 JARC;2E+12
ALGODAO BOLA C/100 GRS NATHALIA;7.89814E+12
C.G.7,5 X 7,5 09F N.EST.C/500-CRIS MDA;7.89832E+12
ALGODAO ORT.15CM X 1MT INDIV.DZ-NEVE;7.89817E+12
AT.CREPE 20X4,5(1,8)13F DZ-EUROPA;7.89801E+12
AT.CREPE 15X4,5(1,8)13F DZ-EUROPA;7.89801E+12
CAMPO OP.45 X 50 S/RX C/50-MEDGAUZE;7.89813E+12
ALGODAO HIDROF.500GRS RL - NATHALYA;7.89814E+12
AT.CREPE 10X4,5(1,8)13F DZ-EUROPA;7.89801E+12
ALGODAO ORT.20CM X 1MT INDIV.DZ-NEVE;7.89817E+12
CAMPO OP.45 X 50 S/RX C/50-MDA TEXTIL;7.89832E+12
ALGODAO 250G ROLO NATHALYA;7.89814E+12
CAMPO OPERATORIO 25X28 C/05 RX ESTERIL - AMERICA;7.89849E+12
COMP GAZE 13 FIOS EST 7,5X7,5 REAL MINAS TEXTIL;7.89836E+12
CURAT SILVER IV 15X15CM CURATEC;7.89828E+12
CURAT ESPU POLIU TRAQ 10X10CM CURATEC;7.89828E+12
CURAT C/ EMUL PETRO7,6X40,6CM CURATEC;7.89828E+12
GAZE IRIS BOBINA 91CMX91M CREMER CX 12UN;7.8918E+12
ATADURA ORTOPEDICA 15CMX1M CREMER CX 16PC/12UN;7.8918E+12
ATADURA ORTOPEDICA 10CMX1,8M CREMER CX 24PC/12UN;7.8918E+12
ATADURA CREP CYSNE 6CMX1,80M CREMER CX 24PC/06UN ENV;7.8918E+12
COMPRESSA EST ETO 11F CREMER 7,5X7,5 CX 240PC/10UN;7.8918E+12
ATADURA CREP CYSNE 10CMX1,80M CREMER CX 24PC/06UN ENV;7.8918E+12
ATADURA ORTOPEDICA 20CMX1,8M CREMER CX 12PC/12UN;7.8918E+12
ATADURA CREP AMERICA 15CMX1,80M CREMER CX 12PC/12UN ENV;7.8918E+12
GAZE TIPO QUEIJO 11 FIOS 91MX91MM;7.89813E+12
C.G.7,5 X 7,5 13F N.EST.C/500-CLEAN;7.89813E+12
ALGODAO ORT.10CM X 1MT INDIV.DZ-NEVE;7.89817E+12
CAMPO OP.45X50 25GR C/CADAR.S/RX C/50 VALENTINNA-AMERICA;7.89849E+12
CUTIMED PROTECT SPRAY NEVE 28ML;4.04281E+12
ATAD CREPE 10CM X 1,8M 13 FIOS NEVE;7.89817E+12
CAMPO OPERATORIO 25X28 EST ETO 20G PRE LAV C/RX CREMER;7.8918E+12
CAMPO OPERATORIO 45X50 C/50 N/EST S/RX B49 AMERICA;7.89849E+12
ATADURA ORTOPEDICA 15CMX1,8M CREMER CX 16PC/12UN;7.8918E+12
CAMPO DELICATO 25X28 EST ETO 15G PRE LAV CX 40PC/05UN;7.8918E+12
CAMPO DELICATO 45X50 CREMER CX6/PC50UN 26G;7.8918E+12
ALGODAO 500G - NEVOA;7.89603E+12
ESCOVA P/ASSEP. S/PVPI (SECA) 3B;7.89895E+12
C.G.7,5 X 7,5 13F EST.C/10 CX.250-EUROPA;7.89801E+12
CAMPO OP.23X25 09G C/RX C/50-AMERICA;7.89849E+12
AT.CREPE 30X4,5(1,8)13F DZ-EUROPA;7.89801E+12
CAMPO OP.45 X 50 S/RX C/50-EUROPA;7.89801E+12
CURAT.CIRURG.EST.10X15F 10X50A C/90-POLAR FIX;7.89801E+12
ATADURA CREP CYSNE 20CMX1,80M CREMER CX 12PC/06UN ENV;7.8918E+12
ATADURA CREP CYSNE 30CMX1,80M CREMER CX 12PC/06UN ENV;7.8918E+12
COMPRESSA EST ETO 13F CREMER 7,5X7,5 CX 240PC/10UN;7.8918E+12
COMP GAZE EST 13F C/10 7,5X7,5 - AMERICA;7.89849E+12
ALGODAO HIDROF.500G ROLO-NEVOA;7.89895E+12
CAMPO OP.45 X 50 35G C/RX C/50-ESTRELA;7.8918E+12
TENSIFIX 10CM X 4,5MT - POLAR FIX;7.89801E+12
ATAD CREPE 10CM X 1,2M 13 FIOS NEVE;7.89817E+12
FIXADOR DE TUBO ENDOTRAQUEAL ADUL FIXZEN;7.89634E+12
ALGODAO 500G NEVE - NEVE;7.89817E+12
ATADURA CREPOM 12CM X 1,80M NEVE;7.89817E+12
COMPRESSA EST.C/10UN 7,5X7,5 13F MEDGAUZE;5.9E+12
C.G.7,5 X 7,5 13F N.EST.C/500-CRIS MDA;7.89832E+12
ATAD CREPE 12CM X 1,8M 13 FIOS NEVE;7.89817E+12
CURAT ALGINATO CALCIO 10X20CM CURATEC;7.89828E+12
PELICULA TRANSP PLACA EST LEUKOMED 5X7,2CM C/50UN - BSN MEDICAL;4.04281E+12
BANDAGEM ELAST ADESIVA TENSOPLAST 5CMX4,5M - BSN MEDICAL;4.04281E+12
CAMPO OPERATORIO 25X28 CM C/RX PCT 5UN AMERICA;7.89849E+12
ATADURA CREPOM 20CM X 1,20M 13F DZ POLAR FIX;7.89801E+12
ATADURA CREPOM 10CM X 1,20M 13F DZ MB TEXTIL;7.89815E+12
ATADURA CREPOM 15CM X 1,20M 13F DZ MB TEXTIL;7.89815E+12
ATADURA CREPOM 06 X1,80 13F DZ TEXCARE;7.89896E+12
ATADURA CREPOM 15CM X 1,80M 13F DZ EUROPA;7.89801E+12
ATADURA CREPOM 10CM X 1,80M 13F DZ MB TEXTIL;7.89815E+12
CAMPO OPERATORIO 25X28;7.89849E+12
TENSOPLAST 10CM X 4,5CM FIOS NEVE;4.04281E+12
ATAD CREPE 30CM X 1,8MT 13 FIOS NEVE;7.89817E+12
CAMPO OPERATORIO EST. 25X28CM C/RX (AMERICA MEDICAL);7.89849E+12
COMP ALGOD 10X15 10X60 EST ETO CREMER CX 90UN;7.8918E+12
COMPRESSA GAZE ESTERIL C/10 13F HERICA;7.89849E+12
SAPATILHA DESC. PRO-PE BRANCO PCT C/100 HNDESC;7.89894E+12
COMPRESSA DE GAZE ESTERIL 7,5X7,5 13F C/10 CX/400  STERICLEAN;7.89813E+12
CAMPO OPERATORIO 45X50 (27GR) B49 PCT 50UN;7.89849E+12
A.G.E CURATEC 200ML;7.89828E+12
GAZE NAO ADERENTE PETROLATO 7,6CM X 40,6;7.89846E+12
BOTA DE UNA 10,2CM X 9,14M CASEX;7.89842E+12
CAMPO OPERAT 25X28 RX ST B52 AMERICA;7.89849E+12
CAMPO OPERATORIO C/RX 45X50 C/50  N/EST B50 AMERICA;7.89849E+12
ATADURA CREP CYSNE 10CMX1,80M CREMER CX 12PC/12UN;7.8918E+12
CAMPO OP 45X50CM C/RX;7.89867E+12
ATADURA CREPOM 06CM X 1,80M 13F DZ MB TEXTIL;7.89815E+12
ATADURA CREPOM 25CM X 1,80M 13F DZ MB TEXTIL;7.89815E+12
ATADURA CREPOM 20CM X 1,80M 13F DZ MB TEXTIL;7.89815E+12
ATADURA CREPOM 08CM X 1,20M 13F DZ MB TEXTIL;7.89815E+12
CAMPO OP.23X25 08G C/RX C/50-AMERICA;7.89849E+12
URGOTULL AG 15X15 CM CURATEC;3.5469E+12
CAMPO DELICATO 45X50 RX CREMER 26G CX 06PC/50UN;7.8918E+12
COMPRESSA DE GAZE TIPO QUEIJO 11F 91MX91MM;7.89867E+12
COMPRESSA DE GAZE ESTERIL 7,5X7,5 13F PCT 10UN   NOBRE;7.89813E+12
CAMPO OPERATORIO 45X50 (25GR) B49 PCT 50UN S/RX;7.89849E+12
COMPRESSA EST.C/10UN 7,5X7,5 09F AMERICA (HERIKA);7.89008E+12
CAMPO OP.45 X 50 35GR C/RX C/50-AMERICA B43;7.89849E+12
ATADURA DE CREPOM 20X1,8M 13F EUROPA;7.89801E+12
ATADURA DE CREPOM 08X1,8M 13F EUROPA;7.89801E+12
ATADURA DE CREPOM 15X1,8M 13F EUROPA;7.89801E+12
GAZE TIPO QUEIJO 91X91 11F;7.89849E+12
CUTIMED PROTECT SPRAY 28ML NEVE;4.04281E+12
ALGODAO DELICATO 500G CREMER CX 16UN;7.8918E+12
ATADURA DE CREPOM 30X1,8M 13F;7.89849E+12
CAMPO OPERATORIO 45X50 25G;7.89849E+12
CAMPO OPERAT 25X28 RX ST VITORIA B52 AMERICA;7.89849E+12
ALGODAO BOLAS 95G CREMER CX 30PC;7.8918E+12
ATADURA CREP CYSNE 20CMX1,80M CREMER CX 6PC/12UN;7.8918E+12
ALGODAO HIDROFILO 500GR;7.89895E+12
ATADURA CREPE 15CM X 1,80MT 13F C/12   EUROPA;7.89801E+12
ATADURA DE CREPOM 10X1,8M 13F;7.89849E+12
CURATIVO ALGODONADO 10X15CM NEVE;7.89817E+12
CAMPO OPERATORIO 45X50CM C/RX (MEDGAUZE);7.89813E+12
COMPRESSA DE GAZE 11F EST. 7,5X7,5 (AMERICA MEDICAL);7.89849E+12
ATADURA CREP CREMER 10CMX1,8M CREMER CX 12PC/06UN ENV;7.8918E+12
COMPRESSA EST ETO 13F RX PC10UN CREMER 7,5X7,5 CX240/PC10UN;7.8918E+12
CAMPO ESTRELA 25X28 EST ETO PLACA RX 20G FILME CREMER PRE LAV CX50PC/5UN;7.8918E+12
ATADURA CREPOM 15X4,5 13FIOS (1,8 MTS) - POLAR FIX;7.89801E+12
COMPRESSA DE GAZE 7,5X7,5 09F ROYAL CARE;7.89867E+12
BANDAGEM ELASTICA 10CMX4,5M PRETA CX C/ 12UND;7.8918E+12
COMPRESSA 13 FIOS GAZE 7,5X7,5 C/10 ES -;7.89849E+12
CURAT.CIRURG.EST. 10X15F 10X50A C/150-NEVE REF.79109-00;7.89817E+12
CURATIVO PROTECARE ESPUMA EST TRAQUEO 7X11CM  - 584417;7.8918E+12
COMPRESSA ESTRELA 10X10 CREMER CX 08PC/500UN;7.8918E+12
CAMPO OPERATORIO 23X25 8GR NIDIA CREMER C/50 - CREMER;7.8918E+12
COMPRESSA EST.C/10UN 7,5X7,5 13F AMERICA (HERIKA);7.89849E+12
ALGODAO 250G ROLO-NEVOA;7.89895E+12
PROT.OCULAR OFTAM GRANDE BEGE C/20-AMP;7.89702E+12
COMPRESSA DE GAZE 13F EST. 7,5X7,5 (AMERICA MEDICAL);7.89849E+12
CAMPO 25X28 EST ETO 20G PRE LAV CX 40PC/05UN;7.8918E+12
CAMPO OPERATORIO 45X50CM S/FIO RADIOPACO PCT 50 750GR CLEAN GOLD;7.89813E+12
ATADURA CREPE 20CM X 1,80MT 13F C/12   EUROPA;7.89801E+12
COMPRESSA DE GAZE 7,5X7,5 09F ROYAL CARE AMERICA;7.89867E+12
COMPRESSA DE GAZE 13F EST. 7,5X7,5 (POLAR FIX);7.89801E+12
MEDFIX ORO-BABY VELCRO NEONATAL;7.89976E+12
COMPRESSA GAZE ESTERIL 13FIOS 75X75CM C10 -;7.89836E+12
CAMPO OPERATORIO 45X50CM C50 -;7.89838E+12
ROLO DENTAL PCT 100 UNID;7.89809E+12
OLEO HIDRATANTE CURATEC FR 100ML ALMOTOLIA;7.89828E+12
ATADURA CREPE 15CM X 4,5M 13FIOS PCT 12 UNID EMB I;7.89896E+12
ATADURA CREPE 20CM X 4,5M 13FIOS PCT 12 UNID EMB I;7.89896E+12
ATADURA CREPE 10CM X 4,5M 13FIOS PCT 12 UNID EMB I;7.89896E+12
COMPRESSA DE GAZE HIDROFILA 9 FIOS C/500 - MELHORMED - UN COM 1 PC;7.8919E+12
ALGODAO HIDROFILO 500G RL;7.89814E+12
GAZE 7,5 X 7,5 13FIOS UN;7.89E+12
ALGODAO HIDROFILO 250G RL;7.89603E+12
ALGODAO ODONTOLOGICO,MATERIAL: HIDROFILO, TIPO: ROLETE, TAMANHO: NÂº 2, COR: BRANCO;2.00066E+12
GAZE (CURATIVO E COBERTURA),TRATAMENTO: NAO ESTERIL, MATERIAL: 100% ALGODAO, LARGURA:;2.09952E+12
LIMPADOR DE PELE TUBO 180ML COLOPLAST;5.70178E+12
ATADURA CREPE 20 CM X 1,8M 13 FIOS 4,5MT GAZETEX;7.89815E+12
COMPRESSA DE GAZE 7,50/5 COM 500 LINA SERRA DA ESTRELA;7.89836E+12
COMPRESSA DE GAZE 7,5/5 COM 500 LINA SERRA DA ESTRELA;7.89836E+12
GAZE DESCARPACK ESTERIL 13FIOS 10UNLT : SGEZ118 VL: 31-08-2018;7.89828E+12
GAZE DESCARPACK ESTERIL 13FIOS 10UNLT : SGEZ115 VL: 31-07-2018;7.89828E+12
GAZE DESCARPACK ESTERIL 13FIOS 10UNLT : SGEWI061 VL: 31-05-2020;7.89828E+12
GAZE DESCARPACK ESTERIL 13FIOS 10UNLT : SGEZD134 VL: 31-08-2020;7.89828E+12
COMPRESSA GAZE C/500 UN;7.89813E+12
CURATIVO DE CARVAO ATIVAD O C/ PRATA 10,5X10,5 CM;7.89828E+12
BOTA DE UNNA 10,2X9,14;7.89828E+12
COMPRESSA GAZE 11F  7,5X7,5 ESTERIL;7.89849E+12
COMPRESSA GAZE 13 FIOS 7,5X7,5 ESTERIL;7.89849E+12
ATADURA CREPE   20CMX 1,80M 13F MB;7.89815E+12
ATADURA DE CREPOM 20 CM PCT/12 UNIDADES;7.89815E+12
ATADURA DE CREPOM 20CM PCT/12 UNIDADES;7.89815E+12
GAZE 7,5 X 7,5 9FIOS UND;7.89E+12
COMPRESSA DE GAZE PACOTE C/500;7.89E+12
COMPRESSA DE GAZE HIDROFILA 7,5 X 7,5, 13 FIOS ESTERIL (PACOTE COM 10 UND);7.89836E+12
COMPRESSA CAMPO OPERATORIO 45X50 C/RX PACOTE C/ 50 NAO ESTERIL PROCSEL;7.89836E+12
COMPRESSA GAZE QUEIJO 9FIOS AMERICA;7.89849E+12
CURATIVO CIRURGICO ESTERIL 10CM X 15CM ESTERIL AMERICA;7.89849E+12
COMPRESSA CAMPO OPERATORIO 25X28 C/RX PACOTE C/ 05  ESTERIL AMERICA;7.89849E+12
COMPRESSA DE GAZE ESTERIL 7,5X7,5CM PCT C/10;7.89836E+12
GAZE 7,5 X 7,5 13FIOS;7.89E+12
ALGODAO HIDROFILO PCT C/500G;7.89814E+12
ATADURA DE CREPE 10CM;1.00008E+12
COMPRESSA DE GAZE 7,5X7,5 09 FIOS - TEXMED;1.00006E+12
HIDROGEL COM ALGINATO CURATEC 85G;7.89828E+12
ATADURA DE CREPE 15CM;1.00009E+12
ALGODAO 250G ROLO;1.0001E+12
ATADURA DE CREPE 13 FIOS 1,20 10CM - AVANTE;1.00001E+12
ATADURA DE CREPE 13 FIOS 1,20 08CM - AVANTE;1.00004E+12
ATADURA DE CREPE 13 FIOS 1,20 12CM - AVANTE;1.00007E+12
ATADURA DE CREPE 13 FIOS 1,20 15CM - AVANTE;1.0001E+12
ASKINA CALGITROL AG 15 X 15 CM;4.03924E+12
BOTA DE UNNA (HOSPITALAR) 10,2 CM X 9,14CM CURATEC;7.89E+12
CAMP OPER EST 25X28 CF RADIOP C5 AMERICA MEDICAL;7.89849E+12
ALGODAO - 7896224410724;7.89622E+12
ALGODAO ROLETE W.BARBOSA PCT C/100;7.8989E+12
ALGODAO APOLO 50G;7.89622E+12
COMPRESSA DE GAZE-13FIOS 7,5X7,5CM PCT 500 UNID;7.89813E+12
ASKINA CALGITROL AG10X10 CM;4.03924E+12
CAMPO OPERATORIO 45X50 C/ RADIOPACO ESTERIL PCT C/5 PREENCOLHIDO 25X28 AMERICA MEDICAL;7.89849E+12
ATADURA CREPOM 15X1,80 C/12 UN 13 FIOS/TEXCARE;7.89896E+12
ATADURA CREPOM 10X1,80 C/12 UN 13 FIOS/TEXCARE;7.89896E+12
COMPRESSA DE GAZE 7,5 X 7,5 EST 560X10 UN 09 FIOS/AMERICA MEDICAL;7.89849E+12
ATADURA DE CREPOM, MIN. 13 FIOS DE ALGODAO POR CM2 , LARG. 20CM X 4,5M, PACOTE C/ 12 ROLOS POLAR FIX;7.89801E+12
MEDFIX ORO-BABY VELCRO INFANTIL;7.89976E+12
COMPRESSA DE GAZE ESTERIL 7,5X7,5 13 FIOS C/10 NEVE;7.89817E+12
COMPRESSA GAZE 13 FIOS CM2 10 CM X 10 CM PACOTE C 500 UNIDADES -;7.89836E+12
ATADURA CREPE 20CM X 3,0M 13FIOS PCT 12 UNID EMB I;7.89896E+12
COMPRESSA DE GAZE KARINA 9 FIOS 7,5 X 7,5 C/500 - UN COM 1 PC;7.89849E+12
CAMPO OPERATORIO 45X50 S/ RADIOPACO AMERICA AMERICA MEDICAL;7.89849E+12
ATADURA CREPE 10CM X 1,8CM 13 FIOS ERIMAX  ERIMAR;7.89801E+12
COMPRESSA DE GAZE  7,5 X 7,5 09FIOS C/ 500 (HRX) LINA SERRA DA ESTRELA;7.89836E+12
ATADURA GESSADA 15CM;1.00008E+12
COMPRESSA DE GAZE 9FIOS;1.00005E+12
ATADURA GESSADA 10CM;1.00004E+12
COMPRESSA DE GAZE CRUA 7,5 X 7,5 5 DOBRAS, 8 CAMADAS PCT 500;7.89E+12
COMPRESSA GAZE, TECIDO 100% ALGODAO, 13 FIOS/CM2, COR BRANCA,ISENTA DE IMPURE ZAS, 8 CAMADAS, 7,50 CM, 7,50 CM, 5 DOBRAS;7.89E+12
COMPRESSA DE GAZE ESTERIL HIDROFILA 13 FIOS 7,5X7,5;7.89836E+12
GAZE 7,5 X 7,5 ESTERIL;7.89836E+12
COMPRESSA DE GAZE, 13FIOS/CM2, HIDROFILA, 7,5CM X 7,5CM, 100% ALGODAO , PACOTE COM 500 UNDADES.;7.89E+12
ESPARADRAPO IMPERMIAVELBRANCO 10CM X 4,5 CM MISSER 2,5CM X 4,5CM;7.89654E+12
ESPARADRAPO MISSER IMPERMIAVEL BRANCO 10CM X 4,5CM;7.89654E+12
CURATIVO DE TELA DE ALGODAO (MALHA) C/ PARAFINA 10CM X 10CM JELONET - SMITH E NEPHEW;5.00022E+12
ALGODAO HIDROFILO PCT C/ 250 G;7.89603E+12
COMPRESSA DE GAZE HIDROFILA NAO - ESTERIL 7,5 X 7,5 CM - COMPRESSA, CONFECCIONADA EM FIOS 100% ALGODAO EM TECIDO TIPO TE;7.89E+12
ATADURA DE CREPE 13 FIOS 15CM - AVANTE;1.0001E+12
CAMPO OPERATORIO 25 X 28  ESTERIL C/ RX PRE LAVADO PCT C/5 AMERICA MEDICAL;7.89849E+12
ATADURA CREPOM 15X180M;7.89817E+12
ATADURA CREPOM 20X180M;7.89817E+12
CAMPO OPERATORIO 45X50CM 27G AMERICA (50);7.89849E+12
COMPRESSA GAZE 9F N/ESTERIL LAURA;7.89836E+12
GAZE COMPRESSA PCT C/ 500 13 FIOS;2.07669E+12
ROLETE DE ALGODAO (PCT C/ 100 UND);2.00066E+12
ROLETE DE ALGODAO PCT C/ 100;2.00066E+12
ATADURA CREPE 20CM X 1,8M 13 FIOS MB TEXTIL;7.89815E+12
COMPRESSA DE GAZE 13 FIOS 7,5X7,5CM PCT C/10 ESTERIL HERIKA AMERICA MEDICAL;7.89849E+12
ASKINA CALGITROL AG 10X10 CM;4.03924E+12
COMPRESSA 09 FIOS CLEAN ULTRA;7.89813E+12
ROLO DENTAL APOLO C/100;7.89622E+12
ALGODAO HIDROFILO 500GR SOFT COTTON;7.89602E+12
ATADURA CREPE 10CM 13F 1,8M POLARFIX;7.89801E+12
MEDFIX ORO VELCRO ADULTO;7.89976E+12
GAZE MELHORMED 9 FIOS C/500;7.8919E+12
COMPRESSA GAZE 13FIOS C10 UNID -;7.89836E+12
COMPRESSA GAZE IMPREGNADA C POLIHEXAMETILENO DE BIGUANIDA 02 11CM X 3CM -;7.89836E+12
SAFGEL HIDRATANTE C ALGINATO CALCIO E SODIO 85 GR -;7.89828E+12
GAZE ESTERIL 13 FIOS PCT C/10 STERICLEAN;2.10037E+12
ROLETE DE ALGODAO PCT C/ 100 APOLO;2.00066E+12
ALGODAO HIDROFILO PCT C/ 500G;2.00225E+12
COMPRESSAS DE GAZE HIDROFILA, CONFECCIONADAS COM 11 FIOS 100% DE;2.09952E+12
ALGODÃ£O ROLETE. EMBALAGEM COM 100 UNIDADES, PRODUZIDAS COM FIBRAS;2.00066E+12
COMPRESSA GAZE,TIPO: ESTERIL, MATERIAL:;2.07669E+12
COMPRESSA GAZE,TIPO: ESTERIL, MATERIAL: ALGODAO, LARGURA: 7,5 CM, COMPRIMENTO: 7,5 CM,;2.10037E+12
COMPR GAZE HERIKA C/10 UN;7.89849E+12
ATADURA CREP CYSNE 15CM X 1,80M INDIVIDUAL;7.8918E+12
COMPRESSA NEURO- CIRURGICA 13X25MMM,COM FILAMENTO RADIOPACOCONFECCIONADA EM POLIESTER DE EXTREMA PUREZA POR PROCESSO DE;7.8986E+12
COMPRESSA NEURO- CIRURGICA 25X76MM,COM FILAMENTO RADIOPACO,CONFECCIONADA EM POLIESTER DE EXTREMA PUREZA,POR PROCESSO DE;7.8986E+12
COMPRESSA NEURO- CIRURGICA 13X58MM COM FILAMENTO RADIOPACO CONFECCIONADA  EM POLIESTER DE EXTREMA PRUREZA,POR PROCESSO;7.8986E+12
ATADURA DE CREPE 15 CM 12 UNID SANFARMA;7.89806E+12
ATADURA DE CREPE 10 CM 12 UNID SANFARMA;7.89806E+12
COMPRESSA DE GAZE 13 FIOS 7,5X7,5CM PCT C/10 ESTERIL AMERICA MEDICAL;7.89849E+12
ATADURA DE CREPOM 20CM PCT C/12UND 13FIOS;1.0001E+12
ATADURA DE CREPOM 30CM PCT C/12UND 13FIOS;1.00009E+12
COMPRESSA DE GAZE ESTERIL PCT/10UND;1.00005E+12
ATADURA DE CREPOM 10CM PCT C/12UND 13FIOS;1.00001E+12
ATADURA DE CREPOM 15CM PCT C/12UND 13FIOS;1.00009E+12
ATADURA DE CREPOM 12CM PCT C/12UND 13FIOS;1.00007E+12
COMPRESSA DE GAZE NAO ESTERIL 7,5X7,5 13FIOS;1.00009E+12
ATADURA DE CREPOM 10CM 13 FIOS;1.00001E+12
ATADURA DE CREPOM 15CM 13FIOS;1.00009E+12
GAZE DESCARPACK ESTERIL 13FIOS 10UNLT : SGEWI060 VL: 31-03-2020;7.89828E+12
GAZE DESCARPACK ESTERIL 13FIOS 10UNLT : SGEWI061 VL: 30-04-2020;7.89828E+12
COMPRESSA DE GAZE CLEAN  C\500;7.89813E+12
COMPRESSA DE GAZE TECIDO 100% ALGODAO 13 FIOS COR BRANCA 7,5X7,5 CM;7.89E+12
COMPRESSA GAZE ESTERIL 7,5 X 7,5 13F PACOTE C/ 10 AMERICA;7.89849E+12
COMPRESSA CAMPO OPERATORIO 45X50 C/RX PACOTE C/ 50 NAO ESTERIL AMERICA;7.89849E+12
CURATIVO CIRURGICO ESTERIL 10CM X 15CM AMERICA;7.89849E+12
ALGODAO HIDROFILO 250G;7.89603E+12
ATADURA CREPE NEVE 10CM;7.89817E+12
COMPRESSA DE GAZE ESTERILIZADA;7.89813E+12
ATADURA 10CM X4,5MT;7.89801E+12
FIO CIRUR.SINT.NYLON PRETO DIAM:5-0 -AG:3-8 COMP:45CM C-24 -;2.00028E+12
FIO CIRUR.SINT.NYLON PRETO DIAM:3-0 -AG:3-8 COMP:45CM C-24 -;2.00028E+12
FIO CIRUR.SINT.NYLON PRETO DIAM:6-0 -AG:3-8 COMP:45CM C-24 -;2.00029E+12
GAZE SANFARMA 11 FIOS;7.89811E+12
COMPRESSA C 10 GAZES CREMER;7.8918E+12
GAZE COMPRESSA PCT C/ 500 13 FIOS CLEAN;2.07669E+12
GAZE COMPRESSA PCT C/ 500 09 FIOS;2.07802E+12
GAZE ESTERIL 13 FIOS PCT C/10;2.10037E+12
ATADURA CREPE 10CM X 1,8M 13 FIOS ERIMAX ERIMAR;7.89817E+12
POLIHEXAM LIQUIDO 350 ML SF;7.89891E+12
COMPRESSA DE GAZE 13 FIOS MEDICAL;7.84956E+12
ATADURA CREPOM 20CM 1,80M 13 FIOS;7.89801E+12
COMPRESSA DE GAZE HIDROFILA, TAMANHO 7,50CM X 7,50CM, 13 FIOS POR CM2, DE ALGODAO PURIFICADO, 8 DOBRAS, COR BRANCA ISENT;7.89849E+12
COMPRESSA DE GAZE N/EST 7,5X7,5 13 FIOS;7.89836E+12
ATADURA DE CREPOM, MIN. 13 FIOS DE ALGODAO POR CM2, LARG. 20CM X 4,5M, PACOTE C/ 12 ROLOS. - POLARFIX;7.89801E+12
GAZE KARINA 9F C/500;7.89849E+12
ALGINATO DE CALCIO GEL 85G TUBO -;7.89828E+12
ESPARADRAPO 10CMX4,5M RL;7.89817E+12
COMPRESSAS DE GAZE HIDRÃ³FILA, CONFECCIONADAS COM 11 FIOS 100% DE  ALGODÃ£O EM TECIDO TIPO TELA, COM 8 CAMADAS;2.09952E+12
ALGODAO DENTAL EM ROLETE C/100;7.89603E+12
ROLETE DENTAL SSPLUS;7.89603E+12
CAMPO OPERATORIO 45X50 C/RX USA MEDICAL;7.89895E+12
ATADURA CREPE 15CM X 1,8M 13 FIOS  ERIMAX ERIMAR;7.89847E+12
ATADURA CREPE 1,80M X 15CM 13 FIOS ERIMAX ERIMAR;7.89847E+12
ATADURA ALGODAO , TIPO  CREPOM LARGURA 20CM X COMPRIMENTO 300CM FIOS 13 ERIMAX;7.89847E+12
COMPRESSA DE GAZE HERIKA 11 FIOS (C/ 10UN) - AMERICA;7.89849E+12
ATADURA DE CREPOM 20CM 13FIOS;1.0001E+12
COMPRESSA DE GAZE ESTERIL;1.00002E+12
COMPRESSA DE GAZE 9FIOS PCT C/500;1.0001E+12
ATADURA DE CREPOM 10CM 09 FIOS;1.00003E+12
ATADURA DE CREPOM 20CM 9FIOS;1.0001E+12
ATADURA GESSADA 20CM;1E+12
ATADURA DE CREPOM 20CM X 1,80M 13F TEXCARE;7.89815E+12
CURATIVO INDIV BIOCEL NEXFILL POROSO 10X16 1.5MM;7.89891E+12
GAZE DESCARPACK ESTERIL 13FIOS 10UNLT : SGEZ118 VL: 31-08-2020;7.89828E+12
