description|ean
HIDROXIVITAMINA D3 25 3.300 UI/ML|1000010000000
FRISIUM 20MG CX C/30|1000080000000
LACRIFILM SOL OFT 5MG/ML 10ML|1000060000000
HEMITARTARATO DE NOREPINEFRINA 2MG/ML|1000030000000
CLORIDRATO DE HIDRALAZINA 50MG|1000050000000
CARBOCISTEINA INFANTIL 120ML|1000080000000
IVERMECTINA 6MG|1000000000000
CIPROFLOXACINO 500MG|1000030000000
BESILATO DE ATRACURIO 10MG/2,5ML|1000100000000
LORATADINA 10 MGLT : BR92604 VL: 31-08-2019|7891720000000
CLONIDINA 0,100MGLT : A98731 VL: 30-04-2021|7896030000000
CLORIDRATO DE CLONIDINA 0,100MGLT : A98360 VL: 30-04-2021|7896030000000
CLONIDINA 0,100 MG, CLORIDRATO DELT : A98731 VL: 30-04-2021|7896030000000
CARBAMAZEPINA 200 MGLT : 1815268 VL: 31-03-2020|7896260000000
CLORIDRAO DE METILFENIDATO 54 MG COMP LIB|7896210000000
ANLODIPINA 5 MGLT : BR96195 VL: 29-02-2020|7891720000000
ACICLOVIR 200 MGLT : BR96543 VL: 29-02-2020|7891720000000
RISPERIDONA 1 MGLT : W17959 VL: 31-10-2019|7891720000000
SITAGLIPTINA 50MG COMPLT : R013318 VL: 29-02-2020|7897340000000
CLONIDINA 0,01MG - COMPLT : A98731 VL: 30-04-2021|7896030000000
PROPILTIOURACILA 100MGLT : 1029453 VL: 30-04-2020|7896240000000
ETEXILATO DE DABIGATRANA 150 MGLT : 708709 VL: 31-10-2020|7896030000000
ETEXILATO DE DABIGATRANA 110 MGLT : 707824 VL: 30-09-2020|7896030000000
RISPERIDONA 2MG C 30 MERCK P.M.C. 66.88|7891720000000
ZOLPIDEM 10MG 20CPD (B1) G GERMED|7896000000000
ATORVASTATINA CALCICA 10MG C/30 COMP|7898080000000
CLONAZEPAM 2,5MG/ML- SOLUCAO ORAL GOTAS - FRASCO COM 20 ML.|7899100000000
ATENSINA CPR 0,10MG C/30|7896030000000
MYDRIACYL TROPICAMIDA 1% CX C/01 SOLUCAO OFTALMICA 5ML ALCON LABORATORIOS DO BRASIL LTDA|7896550000000
P-SOMATROPINA HUMANA REC 4UI 1F/A + 1DIL|7896180000000
APRESOLINA 50MG 20COM (HIDRALAZINA)|7896260000000
FENOCRIS 100MG/ML 25 AMP 2ML (FENOBARBITAL)|7896680000000
DEXMEDETOMIDINA 100MCG/ML IV 5FA 2ML UNIAO (C1)|7896010000000
CLOR DE BUSPIRONA 10MG CX C/20 COMP OR (C1)|7896090000000
HIDROXICLOROQUINA SULF. 400MG CX/30 CP|7896640000000
CARVEDILOL 3,125 MG CX C/30|7896180000000
MONTELUCASTE DE SODIO 5MG CX/30 CP MASTIG|7896660000000
CILOSTAZOL 100MG CX/30 CP|7896180000000
CILOSTAZOL 50MG CX/30 CP|7896180000000
CARVEDILOL 12,5MG CX C/30 CP (G)|7896180000000
CLORDE TRAZODONA 150MG CX/20 CP REVEST. (C1)|7896640000000
CLOR DE TRAZODONA 50MG CX/60 CP REVEST. (C1)|7896640000000
CARVEDILOL 6,25MG CX C/30 CP (G)|7896180000000
ARIPIPRAZOL 10MG CX C/30 CP (C1)|7896660000000
DIPIRONA SODICA 500MG 500CPR (GEN) - PRATI DONADUZZI|7898150000000
CLONAZEPAM 2MG 200CPR (CLOPAM)(B1) - CRISTALIA|7896680000000
RISPERIDONA 1MG 30CPR (VIVERDAL) (C1) - UNIAO QUIMICA|7896010000000
OMEPRAZOL 20MG 560CAPS (GEN) - PRATI DONADUZZI|7898150000000
OMEPRAZOL 40MG/OPRAZON IV CX/20 UNID|7896010000000
CARVEDILOL 12,5 MG/KARVIL CX30 COMP TORRENT|8902220000000
**CILOSTAZOL 100MG/GENERICO C/30 COMP|7891320000000
CLONAZEPAM 2MG/ GENERICO CX 500 CP (B1)|7898270000000
FLUCONAZOL 2MG/ML SOL INJ S. FECH FR 100ML IV/AD/PED FRESOLCAN FRESENIUS|7897950000000
LOSARTANA POTASSICA 50MG 30 COM RANBAXY|7897080000000
FLUMAZIL 0,1MG/ML 10AMP 5ML (FLUMAZENIL)(C1)|7896680000000
ALFAST 0,544MG/ML 10AMP 5ML (ALFENTANILA)(A1)|7896680000000
METOTREXATO 500MG 20ML 1FA (25MG/ML)|7898920000000
CLOR DE DEXRAZOXANO 500 MG 1 FA|7892950000000
ACIDO ZOLEDRONICO 4MG 1FA 5ML (0,8/ML)|7896090000000
ANASTROZOL 1MG CX C/30CP|7896090000000
MIDAZOLAM 1MG/ML 10AMP 5ML (DORMIRE)(B1) - CRISTALIA|7896680000000
**RISPERIDONA 3MG/RISS CX C/30 COMP (C1)|7891320000000
CARBAMAZEPINA 200MG/UNI-CARBAMAZ 200 MG CX 200 UNIDADES (C1)|7896010000000
HALOPERIDOL 5MG/UNI HALOPER CX C/200 COMP (C1)|7896010000000
**LAMOTRIGINA 100 MG/GENERICO CX 30 COMP (C1)|7891320000000
**RISPERIDONA 2MG/RISS CX C/30 COMP (C1)|7891320000000
**GANCICLOVIR 500MG/GENERICO INJ|7891320000000
**ACIDO ZOLEDRONICO 4MG/GENERICO FA 5ML|7891320000000
*SAXAGLIPTINA 5MG -ONGLYZA C/28 COMP|6475280000000
**FINASTERIDA 5MG/GENERICO COMP CX/30 UNID EUROFARMA|7891320000000
TROPICAMIDA 10MG/ML/MYDRIACYL SOL OFTALMICA 5 ML|7896550000000
OPRAZON OMEPRAZOL 40MG CX C/20 PO LIOFILIZADO INJETAVEL IV 10ML BLAU FARMACEUTICA S.A|7896010000000
GARDENAL FENOBARBITAL 100MG CX C/20 COMPRIMIDO ORAL SANOFI-AVENTIS FARMACEUTICA LTDA B1 3063011|7896070000000
TARTARATO DE BRIMONIDINA SL OFT 2MG/ML FR C/5ML|7899100000000
TIAMAZOL 10 MGLT : 1018942 VL: 30-04-2019|7896240000000
TIAMAZOL 10 MGLT : 1023606 VL: 31-01-2020|7896240000000
OXCARBAZEPINA 300MG TRILEPTAL 300MG 60CPR (C1)(R) NOVARTISLT : 1737043 VL: 31-01-2020|7896260000000
TRILEPTAL XPE SUS 100ML (C1|7896260000000
ETEXILATO DE DABIGATRANA 150MG PRADAXA 150MG 60CPS BOEHRINGERLT : 706307 VL: 30-06-2020|7896030000000
TELMISARTANA HIDROCLOROTIAZIDA 40MG/12,5MG MICARDIS HCT 40/12,5MG 30CPR BOEHRINGERLT : A92765A VL: 30-09-2019|7896030000000
PALMITATO DE PALIPERIDONA 100MG INVEGA SUSTENA 100MG 1SER(C1) 24153 JANSSENLT : HEB5900 VL: 30-04-2019|7896210000000
CLORIDRATO DE METILFENIDATO 20MGLT : FA494 VL: 31-08-2018|7896260000000
MIDAZOLAM 5MG/ML 10AMP 10ML IV(DORMIRE)B1|7896680000000
**DOMPERIDONA 10MG/DOMPERIX/ BL 30 COMP|7891320000000
CLONAZEPAM 2MG/CLOPAM CX C/200 COMP (B1)|7896680000000
ATROPINA 10 MG/ML(1%) SOL OFTALMICA 5 ML|7897320000000
FAMPYRA 10 MG C 56 COM REVEST|7898930000000
OMEPRAZOL  20MG CAPS ORAL/AD/PED GENERICO GERMED|7896000000000
ROPIVACAINA 10MG/ML 5 F/A 20ML IV(ROPI)|7896680000000
OMEPRAZOL 40MG 25 F/A + DIL 10ML IV (GENERICO)|7896680000000
VORI CPR 200MG C/ 14|7896680000000
VONAU FLASH CLORIDRATO DE ONDANSETRONA 8MG CX C/10 COMPRIMIDO ORAL BIOLAB SANUS FARMACEUTICA LTDA|7880010000000
CLONAZEPAM 2MG CP (B1) GENERICO EMS|7896000000000
OMEPRAZOL SODICO 40MG PO INJ F/A + DIL 10ML IV/AD OPRAZON BLAU|7896010000000
HALO 5MG/ML 50AMP 1ML (HALOPERIDOL) (C1)|7896680000000
CLOR DE IVABRADINA 7,5MG CX/56 CP REVEST.|7898030000000
CLOR DE TRAZODONA 150 RETARD CX C/30 (C1)|7896640000000
SITAGLIPTINA, FOSFATO 100MG COMPRIMIDO REVESTIDOLT : R004897 VL: 30-11-2019|7897340000000
ESILATO DE NINTEDANIBE 150MGLT : 707197 VL: 31-07-2019|7896030000000
METILFENIDATO, CLORIDRATO 10MG CAPSULA GELATINOSA DURA C/ MICROGRANULOS DE LIBERACAO MODERADALT : APC28 VL: 31-08-2018|7896260000000
OLANZAPINA 10MG COMPRIMIDO REVESTIDOLT : 0L6323 VL: 30-04-2020|7896000000000
CLONAZEPAM 2MG/GENERICO CX C/500 COMP (B1)RANBAXY|7897080000000
HIDRALAZINA 25MG/APRESOLINA CX C/20 DRG|7896260000000
BIPERIDENO 2MG/PROPARK CX C/75 COMP (C1)|7896010000000
CLONAZEPAM 2 MG /ZILEPAM CX 480 CP (B1)|7899100000000
**RISPERIDONA 3 MG CX 30 UNID|7891320000000
METILFENIDATO CLORIDRATO 10MG/RITALINA CX/ 60 UNID. (A3)|7896260000000
**DEFERIPRONA 500 MG/FERRIPROX CX 100 UNID|7896670000000
IPRATROPIO TEUTO 0.25MG GTS 20ML|7896110000000
P-VEAC 200MG 14COMP.|7891320000000
DIPIRONA SODICA 500MG CP ORAL/AD GENERICO PRATI, DONADUZZI|7898150000000
ACICLOVIR 250MG PO SOL INJ F/A EV/AD/PED UNI VIR UNIAO QUIMICA|7896010000000
FLUMAZENIL 0,1MG/ML|7896010000000
TIAMAZOL 10 MGLT : 1023609 VL: 29-02-2020|7896240000000
TIAMAZOL 10 MGLT : 1024266 VL: 31-03-2020|7896240000000
CLONIDINA CLORIDRATO 0,100 MG/ATENSINA 0,100 MG CX/ 30 UNID|7896030000000
TICAGRELOR 90MG/BRILINTA COMP CX/60 UNID|7896210000000
MUPIROCINA POMADA 20MG 15G|7896680000000
PRECEDEX 100MCG/ML SD INJ CT 5FA VD INC X 10ML|7898920000000
TRACUR 10MG/ML 25 AMP 2,5ML (ATRACURIO)|7896680000000
RISPERIDONA 2MG 30 COM RANBAXY GEN (C1)|7897080000000
CIPROFLOXACINO 2MG/ML BOLSA 100ML|7898360000000
ALFENTANILA CLOR. 0,544MG/ML|7896680000000
HIDRALAZINA 25 MGLT : 1825615 VL: 31-05-2020|7896260000000
HIDRALAZINA 25 MGLT : 1826229 VL: 31-05-2020|7896260000000
TRILEPTAL 300MG 60CPR (C1)(R)|7896260000000
APRESOLINA 50MG 20DRG|7896260000000
OXCARBAZEPINA 300MG/GENERICO CX C/60 COMP (C1)|7897080000000
**RISPERIDONA 3 MG/GENERICO CX 30 UNID|7891320000000
*SAXAGLIPTINA 2,5MG/ONGLYZA C/28 COMP|7896020000000
AMBRISENTANA 10 MG/VOLIBRIS CX/ 30 COMP|7896020000000
OXCARBAZEPINA 600MG/GENERICO CX C/30 COMP (C1)|7897080000000
MYDRIACYL COL 1% 5ML                   NEG|7896550000000
DEXMEDETOMIDINA CLOR. 100MCG/ML|7896010000000
ROPIVACAINA CLOR. 10MG/ML|7896680000000
VECURONIO BROM. 4MG|7896680000000
ATENSINA 0,150MG 30CPR|7896030000000
TRILEPTAL XPE SUS 100ML (C1)|7896260000000
DIOVAN 160MG 28CPR|7896260000000
RITALINA LA 10MG 30CPR(A3)|7896260000000
CISATRACURIO 2MG/ML 5 AMP 5ML(CIS)|7896680000000
HIDRALAZINA 50MG/APRESOLINA CX C/20 DRG|7612790000000
HALOPERIDOL 70,52MG/ML/HALO DECANOATO 1 ML CX 25 UNID (C1)|7896680000000
NINTEDANIBE DE ESIL 150 MG/OFEV CX/ 60 UNID (2Â° A 8Â°C)|7896030000000
LOSARTANA POTASSICA 50MG/GENERICO CX 30 COMP|7897080000000
**ATORVASTATINA 20MG/VAST CX 30 COMP EUROFARMA|7891320000000
VONAU FLASH 8MG 10 COM (ONDANSETRONA)|7896240000000
ATENSINA 0,100 MG 30 COM (CLONIDINA)|7896030000000
TAPAZOL 10MG 50CPR|7896240000000
REVOLADE 25MG 14CPR(H)|7896020000000
ONDANSETRONA 2MG/ML 50AMP 4ML(GENERICO)|7898120000000
FENTANILA CITRATO 50MCG/ML-5ML/UNIFENTAL CX C/25 AMP (A1)|7896010000000
FUMARATO DE QUETIAPINA 25MG CX C/ 30CP (C1)|7896660000000
OLANZAPINA 10MG CX C/30 CP (C1)|7896660000000
OLANZAPINA 5MG CX C/30 CP (C1)|7896660000000
ARIPIPRAZOL 20 MG CX C/ 30 CP (C1)|7890000000000
ARIPIPRAZOL 20 MG CX C/ 30 COMP|7890000000000
BUTIL.ESCOPOLAMINA 10MG|7896010000000
RITALINA LA 20MG 30CPR(A3)|7896260000000
PRADAXA 150MG 60CPS|7896030000000
APRESOLINA 25MG 20DRG|7612800000000
HALOPERIDOL 5MG/HALO CX C/200 COMP (C1)|7896680000000
CARBAMAZEPINA 200MG/TEGRETARD CX C/200 COMP (C1)|7896680000000
BIPERIDENO 2MG/CINETOL CX C/200 COMP (C1)|7896680000000
**ATORVASTATINA 10MG/VAST CX 30 COMP|7891320000000
ETEX DE DABIGATRANA 150 MG/PRADAXA CX 30 UNID|7896030000000
ESCOPOLAMINA 20MG/1ML GENERICO|7896010000000
FLUMAZENIL 0,1 MG/ML SOL INJ AMP 5ML FLUMAZIL|7896680000000
CAPTOPRIL 25MG CPR GEN.|7896860000000
FUMA DE QUETIAPINA 100 MG CX C/ 30 COMP (C1)|7896180000000
CLOR DE IVABRADINA 5MG CX C/56 COMP.|7898030000000
INVEGA SUSTENNA 150MG 1SER(C1) 24184|7896210000000
INVEGA SUSTENNA 100MG 1SER(C1) 24153|7896210000000
INVEGA SUSTENNA 75MG 1SER(C1) 24122|7896210000000
HIDRALAZINA 50MG 20 DRG(APRESOLINA)|7896260000000
**VORICONAZOL 200 MG/VEAC CX/ 14 UNID.|7891320000000
OLMESARTANA MEDOXOMILA 20MG/OLMECOR CX 60 COMP|8902220000000
HPT- VONAU FLASH 8MG 10 COM (ONDANSETRONA)|7896240000000
JAKAVI 5MG 60CPR|7896260000000
JANUVIA 100MG 28CPR|7897340000000
PRADAXA 75MG 30CPS|7896030000000
**MANIDIPINO DICLORIDRATO 20MG/MANIVASC CX/ 28 UNID|7896670000000
IVABRADINA CLORIDRATO 5MG/PROCORALAN CX 56 COMP|7898030000000
TRIMETAZIDINA DICLORIDRATO 35MG/ VASTAREL MR CX 30 COMP|7898030000000
**CILOSTAZOL 50MG/GENERICO C/30 COMP EUROFARMA|7891320000000
RITALINA 10MG 60CPR(A3)|7896260000000
JANUVIA 25MG 28CPR|7897340000000
CLONAZEPAM 2 MG /ZILEPAM CX 480 CP (B1) GEOLAB|7899100000000
MYDRIACYL COL 1% 5ML  NEG|7896550000000
CAPTOPRIL 25MG  CP GENERICO PRATI, DONADUZZI|7898150000000
LOSARTANA POTASSICA 50MG CP GENERICO PRATI, DONADUZZI|7899550000000
OLANZAPINA 10MG 28CPR(C1)(G)EMS|7896000000000
CONCERTA 54MG 30CPR (A3)|7896210000000
DIOVAN HCT 160/12,5MG 28CPR|7896260000000
ATRACURIO 10MG/ML-2,5ML/TRACRIUM CX C/5 AMP (2Â° A 8Â°C)|7896270000000
ETEX DE DABIGATRANA 150 MG/PRADAXA CX 60 UNID|7896030000000
ROPIVACAINA CLOR. 2MG/ML|7896680000000
NEXAVAR 200MG 60CPR|7891110000000
VALCYTE 450MG 60CPR|7896230000000
MYDRIACYL COL 1% 5ML|7896550000000
SUTENT 50MG 28CPR|7891270000000
ACIDO ZOLEDRONICO 4 MG PO LIOF SOL INJ IV CT FA VD TRANS SUN PHARMACEUTICA|7898270000000
**MONTELUCASTE 5MG/PIEMONTE CX/30 UNID|7891320000000
DAKTARIN GEL ORAL C/40GR|7896210000000
HALOPERIDOL 5MG/ML 1ML P344 C1 GENERICO HYPOFARMA|7898120000000
DEXCLORFENIRAMINA 0,4% 120ML SOL.ORAL GENERICO PRATI, DONADUZZI|7898150000000
CLONAZEPAM 0,5MG P344 B1 CLOPAM CRISTALIA|7896680000000
ENALAPRIL 10MG CX C/30 MEDQUIMICA|7896860000000
RISPERIDONA 1MG/ML 30ML P 344 C1 PRATI, DONADUZZI|7899550000000
DOMPERIDONA 1MG/ML FR 100ML SUSP GENERICO MEDLEY|7896420000000
METILFENIDATO 10MG (A3) RITALINA NOVARTIS|7896260000000
HALOPERIDOL 5MG/ML (C1) GENERICO HYPOFARMA|7898120000000
DIOVAN AMLOFIX 160MG+5MG COMP/NOVARTIS|7896260000000
SOCIAN 50MG C/20 COMP C1/SANOFI AVENTIS/C1|7897600000000
OLEPTAL 600MG C/30 COMP C1/TORRENT/C1|8902220000000
FENTIZOL 20MG SOL SORAY 30ML/ACHE|7896660000000
JANUMET 50 + 500MG C/56 COMP/MERCK|7897340000000
TEGRETOL 400MG C/ 20 COMP|7896260000000
TIOCONAZOL+TINIDAZOL CR VAG 35 C/7 APLIC/EMS GEN|7896000000000
BROMAZEPAM 6MG COMP/B1|7896110000000
OXCARBAZEPINA 300MG COMP/MEDLEY/C1|7896420000000
CLONIDINA 0,100MG (ATENSINA) COMP/EUROFARMA|7896030000000
BISALAX 5MG C/20 COMP/UNIAO QUIMICA|7896010000000
CAPTOPRIL 25MG COMP|7896110000000
DICLORIDRATO DE BETAISTINA 24MG C/30 COMP/EUROFARMA|7891320000000
ELIQUIS 2,5MG CX C/60 COMP/BRISTOL|7896020000000
SITAGLIPTINA+METFORMINA JANUMET 50+850MG COMP/MERCK|7897340000000
TELMISARTANA+HIDROCLOR MICARDIS HCT 80+12,5MG COMP/BOEHRINGER|7896030000000
ALLEGRA D CPR REV 1X10-REFERENCIA|7891060000000
OLMECOR 20MG CPR REV 1X30-SIMILAR|8902220000000
OLMECOR 40MG C/30 COMP REV-SIMILAR|8902220000000
TORLOS 25MG CPR 1X30-SIMILAR|8902220000000
SEPURIN 120MG/20MG DRG 1X20-SIMILAR|7890280000000
ARADOIS 50MG CPR 1X60-SIMILAR|7896110000000
PRESSAT 2,5MG 60 COMPRIMIDOS-SIMILAR|7896110000000
EBASTEL 10MG C/10 COMP-REFERENCIA|7891320000000
NOVALGINA GTS 10ML-REFERENCIA|7891060000000
OCERAL CREME 20G-REFERENCIA|7891110000000
DEXCLORFENIRAMINA MALEATO 0,4MG/ML . FRASCO COM 100ML ( DEXCLORFENIRAMINA MALEATO 0,4MG/ML . FRASCO COM 100ML )|7898150000000
DIPIRONA 500MG/ML GOTAS. FRASCO COM 10ML ( DIPIRONA 500MG/ML GOTAS. FRASCO COM 10ML )|7898130000000
CARVEDILOL 3,125MG ( CARVEDILOL 3,125MG )|7896110000000
RISPERIDONA 1MG LISTA C1 ( RISPERIDONA 1MG LISTA C1 )|7896680000000
RISPERIDONA 2MG LISTA C1 ( RISPERIDONA 2MG LISTA C1 )|7896680000000
FINASTERIDA 5MG ( FINASTERIDA 5MG )|7891320000000
CIPROFLOXACINO 200MG 100ML INJ BOLSA -ISOFARMA|7898360000000
CLOTRIMAZOL G. NQM CR VAG 20 GR 3 APL|7895300000000
FEXOFENADINA G. RANB 120 MG 10 CP|7897080000000
ATORVASTATINA G. LEG 10 MG 30 CP|7894920000000
ACICLOVIR G. TEU 200 MG 25 CP|7896110000000
BETAMETASONA+GENTA+TOLN+CLIOQ G.TEU POM 20 G (*)|7896110000000
DIPIRONA G. NEO 1 G DISLAY 25X4 CP|7896710000000
CARBAMAZEPINA G. TEU 200 MG 30 CP (C1)|7896110000000
BRIMONIDINA G. NEO 2 MG FR 5 ML|7896710000000
NIMEGON 100MG CX 28 COMP REV|7897570000000
JANUMET 50/850MG C/56 COMPR|7897340000000
COMBIGAN SOL FR 5ML|7897320000000
NAPRIX 5MG C/30COMPS|7896090000000
FLUCONAZOL 2 MG ML INJETAVEL BOLSA 100ML|7898360000000
DIPIRONA 500 MG|7898150000000
CARBAMAZEPINA 200MG (CONTROLADO) COMPRIMIDO EMBALADO EM BLISTER|7896110000000
FENTANILA, SAL CITRATO 0,05 MG/ML SOLUCAO INJETAVEL AMPOLA DE 2ML|7896010000000
ACICLOVIR SODICO - ANTIBIOTICO PO LIOFILO PARA INJECAO 250MG + DILUENTE|7896110000000
00000015626 - ACICLOVIR 200 MG|7898220000000
DIPIRIDAMOL 10MG/2ML AP|7795300000000
OMEPRAZOL 20MG CAPSULA GELATINOSA EMBALADO EM BLISTER.|7898220000000
LOSARTANA POTASSICA 50 MG|7897080000000
FENOBARBITAL 40MG SOL.ORAL RESUMO: FRASCO COM 20ML|7896010000000
CIPROFLOXACINO (CLORIDRATO) 200MG/100ML ISOFARMA|7898360000000
DIPIRONA SODICA 500MG/ML 2ML AP (ITEM: )|7898170000000
HIDRALAZINA (CLORIDRATO) 50MG|7896260000000
ROPIVACAINA  7,5MG/ML 20ML (STERILE PACK) (ROPI) CRISTALIA|7896680000000
FENOBARBITAL 100MG  (FENOCRIS) CRISTALIA|7896680000000
ETOMIDATO  2MG/ML 10ML IV CRISTALIA|7896680000000
FLUMAZENIL 0,1MG/ML 5ML (0,5MG/5ML) EV (FLUMAZIL) CRISTALIA|7896680000000
MIDAZOLAM 5MG/ML 10ML  IM/IV/RETAL (DORMIRE) CRISTALIA|7896680000000
FENOBARBITAL 200MG 2ML  (100MG/ML) IV/IM (FENOCRIS) CRISTALIA|7896680000000
DEXCLORFENIRAMINA 2MG/5ML 100ML  (0,4MG/ML) SOL. ORAL PRATI DONADUZZI PRATI  DONADUZZI|7898150000000
ENALAPRIL MALEATO 10MG GEOLAB|7899100000000
RISPERIDONA 2MG CRISTALIA|7896680000000
DIPIRONA 500MG PRATI DONADUZZI PRATI  DONADUZZI|7898150000000
CAPTOPRIL 50MG PRATI DONADUZZI PRATI  DONADUZZI|7899550000000
FENTANILA (CITRATO) 0,05MG/ML 2ML SP IV/IM/ESPINHAL  CRISTALIA|7896680000000
IPATROPIO 0,25MG/ML 20ML  (BROMETO) TEUTO|7896110000000
OMEPRAZOL 40MG 10ML  - UNIPRAZOL UNIAO QUIMICA|7896010000000
CLORIDRATO CLONIDINA 0,150MG  ATENSINA BOEHRINGER|7896030000000
FLUCONAZOL 150MG PRATI DONADUZZI PRATI  DONADUZZI|7898150000000
CARVEDILOL 6,25MG BIOLAB|7896110000000
CAPTOPRIL 25MG PRATI DONADUZZI PRATI  DONADUZZI|7898150000000
CLORIDRATO CLONIDINA 0,10MG  ATENSINA BOEHRINGER|7896030000000
ROPIVACAINA  7,5MG/ML 20ML  (STERILE PACK) (ROPI) CRISTALIA|7896680000000
BESILATO  CISATRACURIO 2MG/ML 5ML  (CIS)   CRISTALIA|7896680000000
ANLODIPINO (BESILATO) 10MG  CP|7899100000000
DIPIRONA SODICA 500MG/ML 10ML|7898170000000
METFORMINA (CLORIDRATO) 850MG CP|7898150000000
METFORMINA 850MG - 30 CP|7898150000000
HIDRALAZINA (CLORIDRATO) 20MG/ML 1ML AP|7896680000000
BISALAX 5MG CP|7896010000000
LORATADINA 1MG/ML 100ML|7898920000000
LORITIL 10MG|7899100000000
BISACODIL 5MG CP|7896010000000
VIVERDAL 2MG|7896010000000
ALUPIRINOL 100 MG CP|7899550000000
LOSARTANA PORASSICA 50 MG CX C/ 300 COMP GEN - PRATI HOSP|7899550000000
OLANZAPINA 10MG CX 30 COMP REV GEN - GEOLAB|7899100000000
RISPERIDONA (C1) 1MG C/30CPR (MRK)|7891720000000
RISPERIDONA (C1) 1MG C/30CPR (EURO)|7891320000000
RISPERIDONA 2 MG COMPRIMIDO|7896010000000
MIDAZOLAM 50MG/10ML AP|7896010000000
HIOSCINA + DIPIRONA 5ML AP|7898120000000
CLOR TRAZODONA 50MG C/60|7896000000000
NOVANLO 2,5 MG BL AL PLAS X 30 CP|7896110000000
LEPONEX 100 MG C/ 30 CP|7896260000000
BETAISTINA 16MG C/30CPR|7899100000000
LAMOTRIGINA 100MG C/30CPR               C1|7896110000000
CLORIDRATO DE BETAISTINA 24MG|7896640000000
CARBAMAZEPINA 200MG COMPR|7896110000000
MICARDIS 80/12MG CPR|7896030000000
GARDENAL 100MG CX 20 COMP,|7896070000000
DACTILOB DRG C30|7896190000000
HIDROXIZINA XRP 100ML MEDQUIMICA|7896860000000
CIPROFIBRATO 100MG COMPR C30 NEO QUIMICA|7896710000000
CORUS 25MG COMPR C30|7896180000000
DOMPERIDONA -10MG CX 30 COMP GEN|7897080000000
NEOSALDINA 30DG|7896640000000
DIPIRONA 500 GD 30CP|7896000000000
OMEPRAZOL 20MG TE.56CP|7896110000000
EBASTEL XPE 60ML|7891320000000
MAXALGINA 500MG/ML GTS 10ML|7898130000000
LOSARTAN 050MG 30CP(G)TEU|7896110000000
CIPROFLOXACINO 2MG/ML 100ML CIPROBACTER ISOFARMA|7898360000000
ROPIVACAINA 2MG/ML 20ML ROPI CRISTALIA|7896680000000
MIDAZOLAM 50MG SOL INJ.AMPOLA 10ML FABRICANTE: HIPOLABOR  P:344/98|7898120000000
MIDAZOLAM 50MG SOL INJ.AMPOLA 10ML FABRICANTE: UNIAO QUIMICA P:344/98|7896010000000
MIDAZOLAM 5MG/ML 10ML IM FABRICANTE: HIPOLABOR  P:344/98|7898120000000
CARVEDILOL 3,125MG FABRICANTE: BIOLAB SANUS|7896110000000
HALOPERIDOL 5MG/1ML SOL.INJ. FABRICANTE: UNIAO QUIMICA P:344/98|7896010000000
MIDAZOLAM CLORIDRATO DE 5MG/ML SOL.INJ.3ML FABRICANTE: HIPOLABOR  P:344/98|7898120000000
BUPIVACAINA 0,5% 4ML ISOBARICA FABRICANTE: CRISTALIA|7896680000000
CLONIDINA CLORIDRATO (ATENSINA) 0,10MG COM CT BL AL PL INC X ATENSINA BOEHRINGER INGELHEIM|7896030000000
CIPROFLOXACINO 200 MG / 100ML CIPROBACTER 200MG ISOFARMA|7898360000000
HALOPERIDOL 5MG/ML - 1ML (C1) GENERICO HYPOFARMA|7898120000000
CLORPROMAZINA 25 MG/ML 5ML (C1) GENERICO HYPOFARMA|7898120000000
ACICLOVIR ZELNIN 200MG COMP/MELCON|7898910000000
CARBAMAZEPINA 20MG/ML SUS OR X 100ML/UNIAO QUIMICA/C1|7896010000000
FENOBARBITAL 40MG/ML FR 20ML/CRISTALIA/B1|7890000000000
ALOPURINOL 100MG/PRATI|7896420000000
TINIDAZOL 500MG C/04 COMP /EMS GEN|7896000000000
VILDAGLIPTINA GALVUS 50MG COMP/NOVARTIS|7896260000000
MIDAZOLAM 50MG/10ML INJ/HIPOLABOR|7896680000000
CAPTOPRIL 25MG COMP/GEOLAB|7899100000000
BETAISTINA 16MG COMP/EUROFARMA|7890000000000
GLIMEPIRIDA 2MG COMP/CIMED|7890000000000
DOMPERIDONA 1MG SUSP OR 100ML + SER DOSAD/MEDLEY|7896420000000
ARCALION 200MG C/20 COMP/SERVIER|7898030000000
ALLEGRA 180MG C/10 COMP/SANOFI|7891060000000
MILGAMMA 150MG C/30 COMP/MANTECORP|7891140000000
VASTAREL MR 35MG C/60 COMP/SERVIER|7898030000000
DICLORIDRATO DE LEVOCETIRIZINA 5MG C/10 COMP/EUROFARMA|7891320000000
CILOSTAZOL 50 MG C/30 COMP/EUROFARMA|7891320000000
TRAYENTA 5MG C/30 COMP/BOEHRINGER|7896030000000
ACTONEL 150MG C/1 COMP/SANOFI|7891060000000
RAZAPINA 30MG C/ 28 COMP|7897600000000
NAPRIX A 10+5MG FR C/30 COMP/LIBBS|7896090000000
PRADAXA 110MG C/60 COMP/BOEHRINGER|7896030000000
FORFIG 200MG C/20 CAPS/EUROFARMA|7891320000000
GALVUS MET 50/850 MG C/56 COMP/NOVARTIS|7896260000000
PANTOPRAZOL (PANTOPAZ) 20MG C/ 28 COMP/SANDOZ|7897600000000
JANUMET 50/1000MG C/56 COMP/MERCK|7897340000000
PRADAXA 150MG C/30 COMP/BOEHRINGER|7896030000000
